alter,bewohnertyp,absolute zahlen,"vertrauens-intervall : 
± (in %)",anteil in %,"vertrauens-
intervall : 
± (in %-pkte)",datenqualität,time_period,source_sheet,sheet_type
85,Total,1245.0,5.9,100.0,,,2022,SE2022,bewohnertyp
86,Mieter oder Genossenschafter,518.0,9.4,46.0,3.2,,2022,SE2022,bewohnertyp
86,Eigentümer,499.0,9.4,44.8,3.2,,2022,SE2022,bewohnertyp
86,Andere Situation2),96.0,21.3,9.3,1.9,,2022,SE2022,bewohnertyp
86,Total,1113.0,6.3,100.0,,,2022,SE2022,bewohnertyp
87,Mieter oder Genossenschafter,468.0,9.7,43.7,3.2,,2022,SE2022,bewohnertyp
87,Eigentümer,497.0,9.3,49.2,3.3,,2022,SE2022,bewohnertyp
87,Andere Situation2),71.0,24.7,7.1,1.7,,2022,SE2022,bewohnertyp
87,Total,1036.0,6.5,100.0,,,2022,SE2022,bewohnertyp
88,Mieter oder Genossenschafter,429.0,10.1,47.1,3.5,,2022,SE2022,bewohnertyp
88,Eigentümer,386.0,10.6,43.2,3.5,,2022,SE2022,bewohnertyp
88,Andere Situation2),85.0,23.1,9.8,2.1,,2022,SE2022,bewohnertyp
88,Total,900.0,7.0,100.0,,,2022,SE2022,bewohnertyp
89,Mieter oder Genossenschafter,365.0,11.0,47.9,3.9,,2022,SE2022,bewohnertyp
89,Eigentümer,313.0,11.8,43.4,3.9,,2022,SE2022,bewohnertyp
89,Andere Situation2),57.0,29.6,8.6,2.4,,2022,SE2022,bewohnertyp
89,Total,735.0,7.8,100.0,,,2022,SE2022,bewohnertyp
90,Mieter oder Genossenschafter,274.0,12.7,45.6,4.3,,2022,SE2022,bewohnertyp
90,Eigentümer,264.0,12.8,45.0,4.3,,2022,SE2022,bewohnertyp
90,Andere Situation2),60.0,27.1,9.4,2.4,,2022,SE2022,bewohnertyp
90,Total,598.0,8.6,100.0,,,2022,SE2022,bewohnertyp
91,Mieter oder Genossenschafter,223.0,14.0,47.8,4.9,,2022,SE2022,bewohnertyp
91,Eigentümer,201.0,15.0,44.8,4.9,,2022,SE2022,bewohnertyp
91,Andere Situation2),36.0,35.0,7.3,2.5,*****,2022,SE2022,bewohnertyp
91,Total,460.0,9.8,100.0,,,2022,SE2022,bewohnertyp
92,Mieter oder Genossenschafter,151.0,17.0,42.7,5.6,,2022,SE2022,bewohnertyp
92,Eigentümer,152.0,17.0,44.7,5.6,,2022,SE2022,bewohnertyp
92,Andere Situation2),39.0,34.2,12.6,4.0,*****,2022,SE2022,bewohnertyp
92,Total,342.0,11.3,100.0,,,2022,SE2022,bewohnertyp
93,Mieter oder Genossenschafter,124.0,18.8,46.2,6.4,,2022,SE2022,bewohnertyp
93,Eigentümer,109.0,20.0,41.8,6.3,,2022,SE2022,bewohnertyp
93,Andere Situation2),32.0,37.5,12.1,4.2,*****,2022,SE2022,bewohnertyp
93,Total,265.0,12.8,100.0,,,2022,SE2022,bewohnertyp
94,Mieter oder Genossenschafter,72.0,24.4,37.3,7.4,,2022,SE2022,bewohnertyp
94,Eigentümer,93.0,22.4,50.5,7.8,,2022,SE2022,bewohnertyp
94,Andere Situation2),21.0,44.8,12.2,5.1,*****,2022,SE2022,bewohnertyp
94,Total,186.0,15.5,100.0,,,2022,SE2022,bewohnertyp
95,Mieter oder Genossenschafter,62.0,26.3,50.9,9.5,,2022,SE2022,bewohnertyp
95,Eigentümer,46.0,31.4,39.1,9.4,*****,2022,SE2022,bewohnertyp
95,Andere Situation2),14.0,55.8,10.0,5.4,*****,2022,SE2022,bewohnertyp
95,Total,122.0,19.0,100.0,,,2022,SE2022,bewohnertyp
96,Mieter oder Genossenschafter,38.0,33.7,39.5,10.7,*****,2022,SE2022,bewohnertyp
96,Eigentümer,40.0,33.1,46.6,11.1,*****,2022,SE2022,bewohnertyp
96,Andere Situation2),11.0,63.5,14.0,8.1,*****,2022,SE2022,bewohnertyp
96,Total,89.0,22.2,100.0,,,2022,SE2022,bewohnertyp
97,Mieter oder Genossenschafter,21.0,46.1,32.5,12.4,*****,2022,SE2022,bewohnertyp
97,Eigentümer,33.0,37.4,54.9,13.3,*****,2022,SE2022,bewohnertyp
97,Andere Situation2),9.0,68.3,12.6,8.2,*****,2022,SE2022,bewohnertyp
97,Total,63.0,26.8,100.0,,,2022,SE2022,bewohnertyp
98,Mieter oder Genossenschafter,22.0,43.9,51.2,17.0,*****,2022,SE2022,bewohnertyp
98,Eigentümer,14.0,60.0,39.1,17.2,*****,2022,SE2022,bewohnertyp
98,Andere Situation2),,,,,X,2022,SE2022,bewohnertyp
98,Total,40.0,34.0,100.0,,*****,2022,SE2022,bewohnertyp
99,Mieter oder Genossenschafter,7.0,77.5,53.7,28.8,*****,2022,SE2022,bewohnertyp
99,Eigentümer,6.0,86.1,46.3,28.8,*****,2022,SE2022,bewohnertyp
99,Andere Situation2),,,,,X,2022,SE2022,bewohnertyp
99,Total,13.0,57.7,100.0,,*****,2022,SE2022,bewohnertyp
15,Mieter oder Genossenschafter,1235.0,6.3,45.3,2.0,,2021,SE2021,bewohnertyp
15,Eigentümer,1513.0,5.5,48.3,2.0,,2021,SE2021,bewohnertyp
15,Andere Situation2),189.0,15.7,6.4,1.0,,2021,SE2021,bewohnertyp
15,Total,2937.0,4.0,100.0,,,2021,SE2021,bewohnertyp
16,Mieter oder Genossenschafter,1167.0,6.4,43.3,2.1,,2021,SE2021,bewohnertyp
16,Eigentümer,1486.0,5.6,50.5,2.1,,2021,SE2021,bewohnertyp
16,Andere Situation2),186.0,15.7,6.1,0.9,,2021,SE2021,bewohnertyp
16,Total,2839.0,4.1,100.0,,,2021,SE2021,bewohnertyp
17,Mieter oder Genossenschafter,1183.0,6.3,43.3,2.0,,2021,SE2021,bewohnertyp
17,Eigentümer,1429.0,5.7,48.9,2.0,,2021,SE2021,bewohnertyp
17,Andere Situation2),216.0,14.8,7.8,1.1,,2021,SE2021,bewohnertyp
17,Total,2828.0,4.1,100.0,,,2021,SE2021,bewohnertyp
18,Mieter oder Genossenschafter,1058.0,6.9,43.3,2.2,,2021,SE2021,bewohnertyp
18,Eigentümer,1244.0,6.3,47.4,2.2,,2021,SE2021,bewohnertyp
18,Andere Situation2),258.0,13.5,9.3,1.2,,2021,SE2021,bewohnertyp
18,Total,2560.0,4.4,100.0,,,2021,SE2021,bewohnertyp
19,Mieter oder Genossenschafter,1009.0,7.1,42.4,2.2,,2021,SE2021,bewohnertyp
19,Eigentümer,1207.0,6.2,45.8,2.2,,2021,SE2021,bewohnertyp
19,Andere Situation2),318.0,12.1,11.8,1.3,,2021,SE2021,bewohnertyp
19,Total,2534.0,4.4,100.0,,,2021,SE2021,bewohnertyp
20,Mieter oder Genossenschafter,1051.0,6.8,42.5,2.2,,2021,SE2021,bewohnertyp
20,Eigentümer,1140.0,6.3,43.6,2.1,,2021,SE2021,bewohnertyp
20,Andere Situation2),359.0,11.7,13.9,1.5,,2021,SE2021,bewohnertyp
20,Total,2550.0,4.3,100.0,,,2021,SE2021,bewohnertyp
21,Mieter oder Genossenschafter,1163.0,6.6,45.6,2.2,,2021,SE2021,bewohnertyp
21,Eigentümer,1069.0,6.5,41.8,2.1,,2021,SE2021,bewohnertyp
21,Andere Situation2),314.0,12.3,12.6,1.4,,2021,SE2021,bewohnertyp
21,Total,2546.0,4.3,100.0,,,2021,SE2021,bewohnertyp
22,Mieter oder Genossenschafter,1338.0,6.0,50.8,2.2,,2021,SE2021,bewohnertyp
22,Eigentümer,900.0,7.2,36.3,2.1,,2021,SE2021,bewohnertyp
22,Andere Situation2),323.0,12.1,12.8,1.4,,2021,SE2021,bewohnertyp
22,Total,2561.0,4.3,100.0,,,2021,SE2021,bewohnertyp
23,Mieter oder Genossenschafter,1516.0,5.8,54.9,2.1,,2021,SE2021,bewohnertyp
23,Eigentümer,837.0,7.4,33.3,2.0,,2021,SE2021,bewohnertyp
23,Andere Situation2),304.0,12.4,11.8,1.4,,2021,SE2021,bewohnertyp
23,Total,2657.0,4.3,100.0,,,2021,SE2021,bewohnertyp
24,Mieter oder Genossenschafter,1690.0,5.4,60.7,2.1,,2021,SE2021,bewohnertyp
24,Eigentümer,687.0,8.2,26.8,1.9,,2021,SE2021,bewohnertyp
24,Andere Situation2),309.0,12.5,12.5,1.4,,2021,SE2021,bewohnertyp
24,Total,2686.0,4.2,100.0,,,2021,SE2021,bewohnertyp
25,Mieter oder Genossenschafter,2028.0,4.8,67.5,2.0,,2021,SE2021,bewohnertyp
25,Eigentümer,578.0,9.0,22.2,1.8,,2021,SE2021,bewohnertyp
25,Andere Situation2),260.0,13.7,10.3,1.3,,2021,SE2021,bewohnertyp
25,Total,2866.0,4.1,100.0,,,2021,SE2021,bewohnertyp
26,Mieter oder Genossenschafter,2271.0,4.5,74.9,1.8,,2021,SE2021,bewohnertyp
26,Eigentümer,445.0,10.5,17.0,1.6,,2021,SE2021,bewohnertyp
26,Andere Situation2),214.0,14.4,8.1,1.1,,2021,SE2021,bewohnertyp
26,Total,2930.0,4.0,100.0,,,2021,SE2021,bewohnertyp
27,Mieter oder Genossenschafter,2531.0,4.3,80.2,1.6,,2021,SE2021,bewohnertyp
27,Eigentümer,335.0,11.9,13.0,1.4,,2021,SE2021,bewohnertyp
27,Andere Situation2),192.0,15.4,6.8,1.0,,2021,SE2021,bewohnertyp
27,Total,3058.0,3.9,100.0,,,2021,SE2021,bewohnertyp
28,Mieter oder Genossenschafter,2914.0,4.0,83.9,1.4,,2021,SE2021,bewohnertyp
28,Eigentümer,342.0,11.6,10.6,1.2,,2021,SE2021,bewohnertyp
28,Andere Situation2),152.0,17.8,5.5,0.9,,2021,SE2021,bewohnertyp
28,Total,3408.0,3.7,100.0,,,2021,SE2021,bewohnertyp
29,Mieter oder Genossenschafter,3022.0,3.9,83.5,1.4,,2021,SE2021,bewohnertyp
29,Eigentümer,408.0,10.7,12.2,1.2,,2021,SE2021,bewohnertyp
29,Andere Situation2),134.0,18.5,4.3,0.8,,2021,SE2021,bewohnertyp
29,Total,3564.0,3.6,100.0,,,2021,SE2021,bewohnertyp
30,Mieter oder Genossenschafter,3201.0,3.8,83.6,1.3,,2021,SE2021,bewohnertyp
30,Eigentümer,465.0,10.0,12.4,1.2,,2021,SE2021,bewohnertyp
30,Andere Situation2),133.0,18.9,4.0,0.7,,2021,SE2021,bewohnertyp
30,Total,3799.0,3.5,100.0,,,2021,SE2021,bewohnertyp
31,Mieter oder Genossenschafter,3309.0,3.7,83.7,1.3,,2021,SE2021,bewohnertyp
31,Eigentümer,541.0,9.2,13.2,1.1,,2021,SE2021,bewohnertyp
31,Andere Situation2),105.0,22.1,3.2,0.7,,2021,SE2021,bewohnertyp
31,Total,3955.0,3.4,100.0,,,2021,SE2021,bewohnertyp
32,Mieter oder Genossenschafter,3243.0,3.7,81.6,1.3,,2021,SE2021,bewohnertyp
32,Eigentümer,652.0,8.5,15.7,1.2,,2021,SE2021,bewohnertyp
32,Andere Situation2),93.0,22.5,2.8,0.6,,2021,SE2021,bewohnertyp
32,Total,3988.0,3.4,100.0,,,2021,SE2021,bewohnertyp
33,Mieter oder Genossenschafter,3249.0,3.7,79.3,1.3,,2021,SE2021,bewohnertyp
33,Eigentümer,774.0,7.6,18.4,1.3,,2021,SE2021,bewohnertyp
33,Andere Situation2),80.0,24.5,2.3,0.6,,2021,SE2021,bewohnertyp
33,Total,4103.0,3.3,100.0,,,2021,SE2021,bewohnertyp
34,Mieter oder Genossenschafter,3070.0,3.9,76.8,1.4,,2021,SE2021,bewohnertyp
34,Eigentümer,851.0,7.3,20.6,1.4,,2021,SE2021,bewohnertyp
34,Andere Situation2),92.0,23.1,2.6,0.6,,2021,SE2021,bewohnertyp
34,Total,4013.0,3.4,100.0,,,2021,SE2021,bewohnertyp
35,Mieter oder Genossenschafter,3160.0,3.8,75.8,1.4,,2021,SE2021,bewohnertyp
35,Eigentümer,979.0,6.7,22.0,1.3,,2021,SE2021,bewohnertyp
35,Andere Situation2),79.0,24.1,2.2,0.5,,2021,SE2021,bewohnertyp
35,Total,4218.0,3.3,100.0,,,2021,SE2021,bewohnertyp
36,Mieter oder Genossenschafter,3021.0,3.9,72.7,1.4,,2021,SE2021,bewohnertyp
36,Eigentümer,1138.0,6.3,25.5,1.4,,2021,SE2021,bewohnertyp
36,Andere Situation2),70.0,26.1,1.9,0.5,,2021,SE2021,bewohnertyp
36,Total,4229.0,3.3,100.0,,,2021,SE2021,bewohnertyp
37,Mieter oder Genossenschafter,2974.0,3.9,72.0,1.5,,2021,SE2021,bewohnertyp
37,Eigentümer,1177.0,6.2,25.8,1.4,,2021,SE2021,bewohnertyp
37,Andere Situation2),71.0,25.7,2.2,0.6,,2021,SE2021,bewohnertyp
37,Total,4222.0,3.3,100.0,,,2021,SE2021,bewohnertyp
38,Mieter oder Genossenschafter,2906.0,4.0,70.1,1.5,,2021,SE2021,bewohnertyp
38,Eigentümer,1261.0,6.0,27.8,1.4,,2021,SE2021,bewohnertyp
38,Andere Situation2),69.0,26.7,2.1,0.5,,2021,SE2021,bewohnertyp
38,Total,4236.0,3.3,100.0,,,2021,SE2021,bewohnertyp
39,Mieter oder Genossenschafter,2869.0,4.0,68.5,1.5,,2021,SE2021,bewohnertyp
39,Eigentümer,1383.0,5.7,29.5,1.4,,2021,SE2021,bewohnertyp
39,Andere Situation2),79.0,24.9,2.0,0.5,,2021,SE2021,bewohnertyp
39,Total,4331.0,3.2,100.0,,,2021,SE2021,bewohnertyp
40,Mieter oder Genossenschafter,2715.0,4.1,66.1,1.5,,2021,SE2021,bewohnertyp
40,Eigentümer,1419.0,5.6,31.7,1.5,,2021,SE2021,bewohnertyp
40,Andere Situation2),79.0,25.2,2.2,0.6,,2021,SE2021,bewohnertyp
40,Total,4213.0,3.3,100.0,,,2021,SE2021,bewohnertyp
41,Mieter oder Genossenschafter,2697.0,4.2,64.7,1.5,,2021,SE2021,bewohnertyp
41,Eigentümer,1589.0,5.3,33.6,1.5,,2021,SE2021,bewohnertyp
41,Andere Situation2),61.0,27.5,1.7,0.5,,2021,SE2021,bewohnertyp
41,Total,4347.0,3.2,100.0,,,2021,SE2021,bewohnertyp
42,Mieter oder Genossenschafter,2518.0,4.3,62.9,1.6,,2021,SE2021,bewohnertyp
42,Eigentümer,1602.0,5.2,35.5,1.6,,2021,SE2021,bewohnertyp
42,Andere Situation2),56.0,28.7,1.6,0.5,,2021,SE2021,bewohnertyp
42,Total,4176.0,3.3,100.0,,,2021,SE2021,bewohnertyp
43,Mieter oder Genossenschafter,2394.0,4.3,60.6,1.6,,2021,SE2021,bewohnertyp
43,Eigentümer,1673.0,5.1,37.7,1.6,,2021,SE2021,bewohnertyp
43,Andere Situation2),66.0,26.2,1.6,0.4,,2021,SE2021,bewohnertyp
43,Total,4133.0,3.3,100.0,,,2021,SE2021,bewohnertyp
44,Mieter oder Genossenschafter,2462.0,4.3,61.8,1.6,,2021,SE2021,bewohnertyp
44,Eigentümer,1645.0,5.2,36.6,1.6,,2021,SE2021,bewohnertyp
44,Andere Situation2),59.0,28.3,1.6,0.5,,2021,SE2021,bewohnertyp
44,Total,4166.0,3.3,100.0,,,2021,SE2021,bewohnertyp
45,Mieter oder Genossenschafter,2352.0,4.4,59.3,1.6,,2021,SE2021,bewohnertyp
45,Eigentümer,1738.0,5.1,39.2,1.6,,2021,SE2021,bewohnertyp
45,Andere Situation2),58.0,28.1,1.6,0.4,,2021,SE2021,bewohnertyp
45,Total,4148.0,3.3,100.0,,,2021,SE2021,bewohnertyp
46,Mieter oder Genossenschafter,2337.0,4.5,57.9,1.6,,2021,SE2021,bewohnertyp
46,Eigentümer,1827.0,4.9,40.5,1.6,,2021,SE2021,bewohnertyp
46,Andere Situation2),58.0,27.9,1.6,0.4,,2021,SE2021,bewohnertyp
46,Total,4222.0,3.3,100.0,,,2021,SE2021,bewohnertyp
47,Mieter oder Genossenschafter,2194.0,4.6,55.3,1.6,,2021,SE2021,bewohnertyp
47,Eigentümer,1883.0,4.9,43.3,1.6,,2021,SE2021,bewohnertyp
47,Andere Situation2),58.0,28.9,1.4,0.4,,2021,SE2021,bewohnertyp
47,Total,4135.0,3.3,100.0,,,2021,SE2021,bewohnertyp
48,Mieter oder Genossenschafter,2275.0,4.5,55.8,1.6,,2021,SE2021,bewohnertyp
48,Eigentümer,1930.0,4.8,43.0,1.6,,2021,SE2021,bewohnertyp
48,Andere Situation2),47.0,31.4,1.2,0.4,*****,2021,SE2021,bewohnertyp
48,Total,4252.0,3.3,100.0,,,2021,SE2021,bewohnertyp
49,Mieter oder Genossenschafter,2230.0,4.5,53.8,1.6,,2021,SE2021,bewohnertyp
49,Eigentümer,1990.0,4.7,44.7,1.6,,2021,SE2021,bewohnertyp
49,Andere Situation2),64.0,26.4,1.5,0.4,,2021,SE2021,bewohnertyp
49,Total,4284.0,3.2,100.0,,,2021,SE2021,bewohnertyp
50,Mieter oder Genossenschafter,2161.0,4.6,51.7,1.6,,2021,SE2021,bewohnertyp
50,Eigentümer,2144.0,4.6,46.6,1.6,,2021,SE2021,bewohnertyp
50,Andere Situation2),69.0,25.9,1.7,0.4,,2021,SE2021,bewohnertyp
50,Total,4374.0,3.2,100.0,,,2021,SE2021,bewohnertyp
51,Mieter oder Genossenschafter,2276.0,4.5,52.5,1.6,,2021,SE2021,bewohnertyp
51,Eigentümer,2168.0,4.5,46.1,1.6,,2021,SE2021,bewohnertyp
51,Andere Situation2),56.0,30.9,1.4,0.4,,2021,SE2021,bewohnertyp
51,Total,4500.0,3.2,100.0,,,2021,SE2021,bewohnertyp
52,Mieter oder Genossenschafter,2265.0,4.5,51.4,1.6,,2021,SE2021,bewohnertyp
52,Eigentümer,2200.0,4.5,47.0,1.6,,2021,SE2021,bewohnertyp
52,Andere Situation2),71.0,25.2,1.6,0.4,,2021,SE2021,bewohnertyp
52,Total,4536.0,3.1,100.0,,,2021,SE2021,bewohnertyp
53,Mieter oder Genossenschafter,2254.0,4.6,49.4,1.6,,2021,SE2021,bewohnertyp
53,Eigentümer,2388.0,4.3,49.0,1.6,,2021,SE2021,bewohnertyp
53,Andere Situation2),74.0,24.9,1.6,0.4,,2021,SE2021,bewohnertyp
53,Total,4716.0,3.1,100.0,,,2021,SE2021,bewohnertyp
54,Mieter oder Genossenschafter,2281.0,4.5,47.4,1.5,,2021,SE2021,bewohnertyp
54,Eigentümer,2540.0,4.2,51.2,1.5,,2021,SE2021,bewohnertyp
54,Andere Situation2),65.0,26.2,1.3,0.3,,2021,SE2021,bewohnertyp
54,Total,4886.0,3.0,100.0,,,2021,SE2021,bewohnertyp
55,Mieter oder Genossenschafter,2148.0,4.6,47.1,1.6,,2021,SE2021,bewohnertyp
55,Eigentümer,2444.0,4.3,51.0,1.6,,2021,SE2021,bewohnertyp
55,Andere Situation2),78.0,25.6,1.9,0.5,,2021,SE2021,bewohnertyp
55,Total,4670.0,3.1,100.0,,,2021,SE2021,bewohnertyp
56,Mieter oder Genossenschafter,2266.0,4.5,49.1,1.5,,2021,SE2021,bewohnertyp
56,Eigentümer,2423.0,4.3,48.9,1.5,,2021,SE2021,bewohnertyp
56,Andere Situation2),79.0,24.8,2.0,0.5,,2021,SE2021,bewohnertyp
56,Total,4768.0,3.1,100.0,,,2021,SE2021,bewohnertyp
57,Mieter oder Genossenschafter,2167.0,4.6,46.7,1.5,,2021,SE2021,bewohnertyp
57,Eigentümer,2513.0,4.2,51.6,1.5,,2021,SE2021,bewohnertyp
57,Andere Situation2),68.0,26.3,1.7,0.4,,2021,SE2021,bewohnertyp
57,Total,4748.0,3.1,100.0,,,2021,SE2021,bewohnertyp
58,Mieter oder Genossenschafter,2032.0,4.7,45.5,1.6,,2021,SE2021,bewohnertyp
58,Eigentümer,2471.0,4.2,52.4,1.6,,2021,SE2021,bewohnertyp
58,Andere Situation2),80.0,24.3,2.1,0.5,,2021,SE2021,bewohnertyp
58,Total,4583.0,3.1,100.0,,,2021,SE2021,bewohnertyp
59,Mieter oder Genossenschafter,2007.0,4.7,45.8,1.6,,2021,SE2021,bewohnertyp
59,Eigentümer,2403.0,4.3,52.5,1.6,,2021,SE2021,bewohnertyp
59,Andere Situation2),70.0,25.7,1.7,0.4,,2021,SE2021,bewohnertyp
59,Total,4480.0,3.1,100.0,,,2021,SE2021,bewohnertyp
60,Mieter oder Genossenschafter,1900.0,4.9,46.0,1.6,,2021,SE2021,bewohnertyp
60,Eigentümer,2293.0,4.4,52.3,1.6,,2021,SE2021,bewohnertyp
60,Andere Situation2),70.0,25.2,1.7,0.4,,2021,SE2021,bewohnertyp
60,Total,4263.0,3.2,100.0,,,2021,SE2021,bewohnertyp
61,Mieter oder Genossenschafter,1809.0,5.0,44.5,1.6,,2021,SE2021,bewohnertyp
61,Eigentümer,2272.0,4.4,53.3,1.6,,2021,SE2021,bewohnertyp
61,Andere Situation2),73.0,25.9,2.2,0.6,,2021,SE2021,bewohnertyp
61,Total,4154.0,3.3,100.0,,,2021,SE2021,bewohnertyp
62,Mieter oder Genossenschafter,1728.0,5.1,43.9,1.7,,2021,SE2021,bewohnertyp
62,Eigentümer,2226.0,4.5,53.9,1.7,,2021,SE2021,bewohnertyp
62,Andere Situation2),83.0,23.3,2.2,0.5,,2021,SE2021,bewohnertyp
62,Total,4037.0,3.3,100.0,,,2021,SE2021,bewohnertyp
63,Mieter oder Genossenschafter,1587.0,5.3,43.0,1.7,,2021,SE2021,bewohnertyp
63,Eigentümer,2204.0,4.5,54.9,1.7,,2021,SE2021,bewohnertyp
63,Andere Situation2),69.0,26.5,2.1,0.6,,2021,SE2021,bewohnertyp
63,Total,3860.0,3.4,100.0,,,2021,SE2021,bewohnertyp
64,Mieter oder Genossenschafter,1499.0,5.5,41.8,1.7,,2021,SE2021,bewohnertyp
64,Eigentümer,2104.0,4.6,55.8,1.7,,2021,SE2021,bewohnertyp
64,Andere Situation2),80.0,23.2,2.4,0.5,,2021,SE2021,bewohnertyp
64,Total,3683.0,3.5,100.0,,,2021,SE2021,bewohnertyp
65,Mieter oder Genossenschafter,1405.0,5.6,41.0,1.8,,2021,SE2021,bewohnertyp
65,Eigentümer,2056.0,4.6,57.1,1.8,,2021,SE2021,bewohnertyp
65,Andere Situation2),62.0,26.9,1.8,0.5,,2021,SE2021,bewohnertyp
65,Total,3523.0,3.5,100.0,,,2021,SE2021,bewohnertyp
66,Mieter oder Genossenschafter,1303.0,5.8,40.6,1.8,,2021,SE2021,bewohnertyp
66,Eigentümer,1896.0,4.8,57.0,1.8,,2021,SE2021,bewohnertyp
66,Andere Situation2),74.0,25.5,2.4,0.6,,2021,SE2021,bewohnertyp
66,Total,3273.0,3.7,100.0,,,2021,SE2021,bewohnertyp
67,Mieter oder Genossenschafter,1334.0,5.9,40.3,1.8,,2021,SE2021,bewohnertyp
67,Eigentümer,1921.0,4.8,57.4,1.8,,2021,SE2021,bewohnertyp
67,Andere Situation2),71.0,25.6,2.3,0.6,,2021,SE2021,bewohnertyp
67,Total,3326.0,3.7,100.0,,,2021,SE2021,bewohnertyp
68,Mieter oder Genossenschafter,1394.0,5.7,39.9,1.8,,2021,SE2021,bewohnertyp
68,Eigentümer,2018.0,4.7,57.6,1.8,,2021,SE2021,bewohnertyp
68,Andere Situation2),81.0,23.9,2.6,0.6,,2021,SE2021,bewohnertyp
68,Total,3493.0,3.5,100.0,,,2021,SE2021,bewohnertyp
69,Mieter oder Genossenschafter,1207.0,6.0,38.0,1.8,,2021,SE2021,bewohnertyp
69,Eigentümer,1906.0,4.8,59.2,1.8,,2021,SE2021,bewohnertyp
69,Andere Situation2),85.0,23.7,2.8,0.7,,2021,SE2021,bewohnertyp
69,Total,3198.0,3.7,100.0,,,2021,SE2021,bewohnertyp
70,Mieter oder Genossenschafter,1182.0,6.1,38.6,1.8,,2021,SE2021,bewohnertyp
70,Eigentümer,1865.0,4.8,59.2,1.9,,2021,SE2021,bewohnertyp
70,Andere Situation2),66.0,26.2,2.1,0.5,,2021,SE2021,bewohnertyp
70,Total,3113.0,3.7,100.0,,,2021,SE2021,bewohnertyp
71,Mieter oder Genossenschafter,1212.0,6.1,38.4,1.8,,2021,SE2021,bewohnertyp
71,Eigentümer,1865.0,4.8,58.9,1.8,,2021,SE2021,bewohnertyp
71,Andere Situation2),79.0,24.0,2.7,0.6,,2021,SE2021,bewohnertyp
71,Total,3156.0,3.7,100.0,,,2021,SE2021,bewohnertyp
72,Mieter oder Genossenschafter,1172.0,6.1,37.7,1.8,,2021,SE2021,bewohnertyp
72,Eigentümer,1802.0,4.9,58.4,1.9,,2021,SE2021,bewohnertyp
72,Andere Situation2),111.0,20.0,3.9,0.8,,2021,SE2021,bewohnertyp
72,Total,3085.0,3.8,100.0,,,2021,SE2021,bewohnertyp
73,Mieter oder Genossenschafter,1208.0,6.0,38.9,1.8,,2021,SE2021,bewohnertyp
73,Eigentümer,1758.0,4.9,57.5,1.9,,2021,SE2021,bewohnertyp
73,Andere Situation2),111.0,19.4,3.6,0.7,,2021,SE2021,bewohnertyp
73,Total,3077.0,3.7,100.0,,,2021,SE2021,bewohnertyp
74,Mieter oder Genossenschafter,1211.0,6.0,40.4,1.9,,2021,SE2021,bewohnertyp
74,Eigentümer,1673.0,5.1,55.5,1.9,,2021,SE2021,bewohnertyp
74,Andere Situation2),120.0,19.2,4.0,0.8,,2021,SE2021,bewohnertyp
74,Total,3004.0,3.8,100.0,,,2021,SE2021,bewohnertyp
75,Mieter oder Genossenschafter,1162.0,6.2,39.3,1.9,,2021,SE2021,bewohnertyp
75,Eigentümer,1668.0,5.1,56.4,1.9,,2021,SE2021,bewohnertyp
75,Andere Situation2),121.0,19.1,4.3,0.8,,2021,SE2021,bewohnertyp
75,Total,2951.0,3.8,100.0,,,2021,SE2021,bewohnertyp
76,Mieter oder Genossenschafter,1071.0,6.4,37.6,1.9,,2021,SE2021,bewohnertyp
76,Eigentümer,1624.0,5.1,57.4,1.9,,2021,SE2021,bewohnertyp
76,Andere Situation2),133.0,18.4,5.0,0.9,,2021,SE2021,bewohnertyp
76,Total,2828.0,3.9,100.0,,,2021,SE2021,bewohnertyp
77,Mieter oder Genossenschafter,1079.0,6.4,39.7,2.0,,2021,SE2021,bewohnertyp
77,Eigentümer,1496.0,5.3,54.9,2.0,,2021,SE2021,bewohnertyp
77,Andere Situation2),133.0,19.9,5.4,1.0,,2021,SE2021,bewohnertyp
77,Total,2708.0,4.0,100.0,,,2021,SE2021,bewohnertyp
78,Mieter oder Genossenschafter,997.0,6.6,39.5,2.0,,2021,SE2021,bewohnertyp
78,Eigentümer,1378.0,5.6,55.5,2.1,,2021,SE2021,bewohnertyp
78,Andere Situation2),119.0,18.9,5.0,0.9,,2021,SE2021,bewohnertyp
78,Total,2494.0,4.2,100.0,,,2021,SE2021,bewohnertyp
79,Mieter oder Genossenschafter,930.0,6.8,41.2,2.2,,2021,SE2021,bewohnertyp
79,Eigentümer,1218.0,5.9,53.3,2.2,,2021,SE2021,bewohnertyp
79,Andere Situation2),118.0,20.9,5.5,1.1,,2021,SE2021,bewohnertyp
79,Total,2266.0,4.4,100.0,,,2021,SE2021,bewohnertyp
80,Mieter oder Genossenschafter,836.0,7.2,39.1,2.2,,2021,SE2021,bewohnertyp
80,Eigentümer,1138.0,6.1,53.6,2.3,,2021,SE2021,bewohnertyp
80,Andere Situation2),143.0,17.4,7.3,1.2,,2021,SE2021,bewohnertyp
80,Total,2117.0,4.5,100.0,,,2021,SE2021,bewohnertyp
81,Mieter oder Genossenschafter,818.0,7.4,41.9,2.4,,2021,SE2021,bewohnertyp
81,Eigentümer,963.0,6.7,51.3,2.4,,2021,SE2021,bewohnertyp
81,Andere Situation2),127.0,19.2,6.8,1.3,,2021,SE2021,bewohnertyp
