year,variable_name,age_group_label,age_min,age_max,metric,value,unit,scale,notes
2019,okp_bruttoleistungen,71 – 75,71,75,per_capita_chf,8513.499302358934,CHF,chf_per_capita_year,
2019,okp_bruttoleistungen,76 – 80,76,80,total_mio_chf,3069.62075059918,CHF,mio_chf,
2019,okp_bruttoleistungen,76 – 80,76,80,per_capita_chf,10235.345308908112,CHF,chf_per_capita_year,
2019,okp_bruttoleistungen,81 – 85,81,85,total_mio_chf,2639.17263005929,CHF,mio_chf,
2019,okp_bruttoleistungen,81 – 85,81,85,per_capita_chf,12397.18790206498,CHF,chf_per_capita_year,
2019,okp_bruttoleistungen,86 – 90,86,90,total_mio_chf,2028.1494473664904,CHF,mio_chf,
2019,okp_bruttoleistungen,86 – 90,86,90,per_capita_chf,15055.087737678377,CHF,chf_per_capita_year,
2019,okp_bruttoleistungen,91 – 95,91,95,total_mio_chf,1033.31742811148,CHF,mio_chf,
2019,okp_bruttoleistungen,91 – 95,91,95,per_capita_chf,18228.50002641518,CHF,chf_per_capita_year,
2019,okp_bruttoleistungen,96 – 100,96,100,total_mio_chf,281.7317604795899,CHF,mio_chf,
2019,okp_bruttoleistungen,96 – 100,96,100,per_capita_chf,21665.25641744197,CHF,chf_per_capita_year,
2019,okp_bruttoleistungen,> 100,100,100,total_mio_chf,29.522402925610006,CHF,mio_chf,
2019,okp_bruttoleistungen,> 100,100,100,per_capita_chf,24504.76080831174,CHF,chf_per_capita_year,
2020,okp_premium,0 – 5,0,5,total_mio_chf,576.40448966624,CHF,mio_chf,
2020,okp_premium,0 – 5,0,5,per_capita_chf,1188.4593500980063,CHF,chf_per_capita_year,
2020,okp_premium,6 – 10,6,10,total_mio_chf,518.47191710084,CHF,mio_chf,
2020,okp_premium,6 – 10,6,10,per_capita_chf,1185.9953505197277,CHF,chf_per_capita_year,
2020,okp_premium,11 – 15,11,15,total_mio_chf,512.32926247683,CHF,mio_chf,
2020,okp_premium,11 – 15,11,15,per_capita_chf,1212.3608786565292,CHF,chf_per_capita_year,
2020,okp_premium,16 – 18,16,18,total_mio_chf,301.8279405932,CHF,mio_chf,
